ShipmentID,ShipDate,Route,Carrier,WeightKg,Cost,TransitDays,OnTime
700154,2024-03-02,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,50,18.45,1,Y
703116,2024-01-21,EU Direct (Dublin-Cherbourg),Celtic Sealink,1169.0,686.06,2,Y
700810,2024-08-03,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2370.0,846.9,1,Y
705569,2024-11-17,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2875.0,1778.49,2,Y
701773,2025-06-02,UK Landbridge (Dublin-Holyhead),Celtic Sealink,50,21.74,1,Y
702705,2025-12-17,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2175.0,827.34,2,Y
705082,2024-01-30,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2549.0,1627.52,1,Y
705671,2024-01-21,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1618.0,829.18,2,Y
704105,2024-03-29,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1756.0,1130.45,2,Y
700272,2025-12-02,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1829.0,740.34,2,Y
704791,2025-05-03,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1838.0,1158.34,2,N
700517,2024-08-09,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3239.0,1320.23,1,Y
700534,2025-07-09,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1181.0,520.32,1,Y
700001,2025-07-27,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2776.0,1052.81,1,Y
705506,2025-11-08,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2030.0,1298.49,2,Y
703648,2025-02-07,EU Direct (Dublin-Cherbourg),ATLANTIC CARGO FERRIES,1644.0,1032.37,2,N
702970,2025-10-08,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1702.0,1171.66,2,Y
705601,2024-05-07,EU Direct (Rosslare-Dunkirk),atlantic cargo ferries,2272.0,1410.13,3,Y
705839,2025-10-14,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1834.0,1081.46,1,Y
700693,2025-03-05,UK Landbridge (Dublin-Holyhead), Nordic Freight Lines ,50,19.66,2,Y
704840,2024-05-25,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1345.0,725.84,2,Y
701215,2024-12-11,UK Landbridge (Dublin-Holyhead),nordic freight lines,1219.0,471.7,1,N
703164,2024-02-15,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1590.0,968.2,2,Y
700080,2025-07-07,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2478.0,898.19,1,Y
705768,2025-06-21,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,841.0,434.87,2,N
700640,2024-04-07,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1168.0,471.77,1,Y
701935,2025-06-12,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,50,18.76,1,Y
701555,2024-01-24,UK Landbridge (Dublin-Holyhead), Celtic Sealink ,1554.0,650.09,1,Y
704155,2024-11-04,EU Direct (Dublin-Cherbourg),Celtic Sealink,1528.0,864.05,2,Y
702978,2025-08-03,EU Direct (Dublin-Cherbourg),Celtic Sealink,488.0,265.71,2,Y
702473,2024-08-10,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,692.0,253.97,1,Y
703054,2025-10-07,EU Direct (Dublin-Cherbourg),ATLANTIC CARGO FERRIES,751.0,510.04,2,Y
702271,2025-04-10,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3991.0,1545.52,1,Y
705652,2024-12-17,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1007.0,526.76,2,Y
702581,2024-05-21,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1624.0,615.37,1,Y
701279,2025-12-17,UK Landbridge (Dublin-Holyhead),NORDIC FREIGHT LINES,695.0,253.76,1,Y
705342,2025-04-17,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1235.0,818.43,2,Y
702413,2024-12-19,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1654.0,736.03,1,Y
701039,2024-08-28,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1397.0,585.33,1,Y
704057,2024-06-29,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2930.0,1923.52,2,Y
704098,2024-08-27,EU Direct (Dublin-Cherbourg),Celtic Sealink,1532.0,953.52,1,Y
703670,2025-08-25,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2148.0,1330.42,2,N
703581,2024-06-20,EU Direct (Dublin-Cherbourg),Celtic Sealink,1350.0,767.06,2,Y
702752,2025-10-06,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2005.0,908.81,1,Y
700378,2024-02-15,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,995.0,378.57,1,Y
703843,2025-02-25,EU Direct (Dublin-Cherbourg),atlantic cargo ferries,1181.0,735.6,2,Y
705543,2025-12-10,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1548.0,1045.24,2,Y
702245,2024-06-13,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1165.0,493.58,1,Y
703061,2025-06-29,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1639.0,1097.75,2,N
704030,2024-10-21,EU Direct (Dublin-Cherbourg),Celtic Sealink,1873.0,1039.24,2,Y
701957,2024-12-25,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2058.0,802.25,1,Y
702041,2024-08-17,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1894.0,752.88,1,Y
702180,2024-06-09,UK Landbridge (Dublin-Holyhead),Celtic Sealink,50,20.45,1,Y
701280,2025-12-10,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2747.0,1009.21,1,Y
701256,2024-01-08,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3099.0,1201.46,1,Y
702328,2025-07-13,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1405.0,540.36,1,Y
701545,2024-11-04,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2048.0,761.56,1,N
701911,2025-07-16,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1831.0,720.31,1,Y
702981,2025-04-12,EU Direct (Dublin-Cherbourg),Celtic Sealink,2973.0,1790.22,2,Y
705718,2025-11-29,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,598.0,303.34,2,Y
701682,2025-05-02,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2947.0,1198.81,1,Y
703111,2024-12-02,EU Direct (Dublin-Cherbourg),Celtic Sealink,-3062.0,1666.57,1,Y
700213,2025-02-20,UK Landbridge (Dublin-Holyhead),Celtic Sealink,93.0,40.39,1,Y
702211,2024-01-19,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1947.0,800.15,2,Y
705374,2025-11-12,EU Direct (Rosslare-Dunkirk), Nordic Freight Lines ,780.0,377.89,2,N
704158,2025-02-17,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2785.0,1905.68,2,N
701694,2024-01-07,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,3249.0,1315.43,1,Y
701197,2024-06-15,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2878.0,1183.21,1,Y
700051,2024-03-13,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1602.0,701.05,1,Y
705849,2024-02-26,EU Direct (Rosslare-Dunkirk),ATLANTIC CARGO FERRIES,1615.0,1000.56,2,Y
701774,2024-07-18,UK Landbridge (Dublin-Holyhead),Celtic Sealink,837.0,346.31,2,Y
703475,2024-12-16,EU Direct (Dublin-Cherbourg),Celtic Sealink,3641.0,2243.04,,Y
701972,2025-09-16,UK Landbridge (Dublin-Holyhead),celtic sealink,1176.0,501.95,1,Y
701836,2024-07-07,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1514.0,562.41,1,Y
704440,2024-08-12,EU Direct (Dublin-Cherbourg),Celtic Sealink,1526.0,918.69,2,Y
701780,2024-11-13,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1417.0,515.95,1,Y
704112,2025-03-04,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1841.0,1254.44,2,N
705070,2024-09-11,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1588.0,763.62,2,Y
705287,2024-05-22,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,3642.0,2261.13,3,Y
704066,2024-07-24,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2602.0,1679.57,2,N
703597,2025-03-01,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1257.0,830.83,2,Y
705353,2025-09-04,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1645.0,1019.84,2,Y
703721,2024-06-01,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2906.0,1931.64,2,N
703560,2025-07-10,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1798.0,1281.46,2,Y
702099,2025-06-02,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1846.0,664.48,1,Y
702904,2024-01-04,EU Direct (Dublin-Cherbourg),atlantic cargo ferries,2224.0,1373.38,3,Y
703076,2025-05-03,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2439.0,1564.62,2,Y
705822,2024-09-30,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2590.0,1379.61,2,Y
702936,2024-04-29,EU Direct (Dublin-Cherbourg),CELTIC SEALINK,722.0,417.75,2,Y
701770,2024-06-07,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1869.0,804.23,1,Y
702830,2025-11-05,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2880.0,1153.19,1,Y
702598,2025-06-29,UK Landbridge (Dublin-Holyhead),Celtic Sealink,495.0,221.41,1,Y
702514,2025-01-13,UK Landbridge (Dublin-Holyhead),celtic sealink,1697.0,702.64,1,Y
705224,2025-07-23,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1102.0,708.06,2,N
701828,2025-05-25,UK Landbridge (Dublin-Holyhead),NORDIC FREIGHT LINES,1901.0,679.54,1,Y
702227,2025-06-11,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2897.0,1248.44,2,Y
700144,2025-01-25,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1593.0,660.33,1,Y
705227,2024-01-31,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,979.0,580.25,2,Y
701901,2024-04-02,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2881.0,1304.88,1,Y
703093,2025-06-15,EU Direct (Dublin-Cherbourg),Celtic Sealink,1793.0,1013.08,2,Y
704647,2024-12-21,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1173.0,600.45,3,Y
701278,2024-02-02,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1618.0,696.07,1,Y
701115,2024-03-15,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1994.0,790.51,1,Y
702623,2025-11-24,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2142.0,891.16,1,Y
702296,2024-04-07,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1429.0,556.8,1,Y
702172,2024-07-10,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2637.0,1177.91,1,Y
703175,2025-01-25,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,527.0,372.92,2,Y
701465,2024-12-12,UK Landbridge (Dublin-Holyhead),CELTIC SEALINK,1295.0,576.01,1,Y
702301,2025-12-13,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2876.0,1153.24,1,Y
702790,2024-06-29,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1338.0,533.9,2,Y
705978,2024-10-06,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2948.0,1977.79,2,Y
700028,2024-06-22,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2571.0,1049.57,1,Y
700939,2025-04-01,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2879.0,1044.17,2,Y
700099,2024-01-13,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2730.0,1039.28,1,Y
702921,2024-12-09,EU Direct (Dublin-Cherbourg),Celtic Sealink,1190.0,696.44,1,Y
701004,2025-01-11,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1523.0,649.03,1,Y
703447,2024-12-21,EU Direct (Dublin-Cherbourg),Celtic Sealink,1552.0,852.66,2,Y
703646,2025-02-08,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2456.0,1555.64,2,Y
704484,2024-03-24,EU Direct (Dublin-Cherbourg),Celtic Sealink,1277.0,767.73,2,Y
703888,2024-11-02,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1337.0,839.4,2,Y
700337,2024-09-25,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2212.0,944.74,1,Y
701517,2024-06-18,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,584.0,229.47,1,Y
703216,2024-07-27,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1379.0,971.72,1,N
704604,2024-12-21,EU Direct (Dublin-Cherbourg), Atlantic Cargo Ferries ,1425.0,989.45,2,Y
704643,2024-07-14,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1243.0,832.88,2,Y
701779,2025-11-13,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,839.0,316.97,2,Y
705226,2024-12-29,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,720.0,474.91,2,Y
701412,2025-03-14,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2509.0,992.32,2,Y
700700,2025-07-17,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1826.0,775.9,2,Y
702080,2024-07-24,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3797.0,1582.08,1,Y
704395,2025-10-19,EU Direct (Dublin-Cherbourg),Celtic Sealink,815.0,488.02,3,Y
703242,2025-10-20,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,330.0,211.74,2,Y
704622,2025-04-24,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1415.0,678.5,1,Y
701205,2025-06-16,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1860.0,724.49,1,Y
701897,2025-04-05,UK Landbridge (Dublin-Holyhead),Celtic Sealink,528.0,212.29,1,Y
704267,2024-12-11,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,3146.0,2169.44,2,Y
704387,2024-09-09,EU Direct (Dublin-Cherbourg),Celtic Sealink,698.0,390.61,3,Y
700734,2024-09-08,UK Landbridge (Dublin-Holyhead),celtic sealink,2898.0,1161.5,1,Y
700813,2024-01-04,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2050.0,791.46,1,Y
701002,2025-05-24,UK Landbridge (Dublin-Holyhead),Celtic Sealink,753.0,305.35,,Y
705820,2024-10-02,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1756.0,906.85,2,Y
705786,2024-06-30,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1838.0,855.22,3,Y
700394,2024-09-26,UK Landbridge (Dublin-Holyhead),Celtic Sealink,868.0,351.61,1,Y
704299,2024-02-25,EU Direct (Dublin-Cherbourg),celtic sealink,1831.0,1142.55,1,Y
705503,2024-07-28,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1489.0,933.52,1,Y
701716,2024-06-26,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1974.0,745.6,1,Y
702156,2024-11-24,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1447.0,605.74,2,Y
704572,2025-07-29,EU Direct (Dublin-Cherbourg),Celtic Sealink,1580.0,959.57,2,Y
705454,2025-05-09,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,679.0,330.83,2,N
701553,2024-01-10,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3010.0,1271.76,1,Y
704212,2025-12-04,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1929.0,1211.07,3,Y
701681,2024-06-26,UK Landbridge (Dublin-Holyhead),NORDIC FREIGHT LINES,1872.0,732.93,,Y
703041,2025-11-06,EU Direct (Dublin-Cherbourg),Celtic Sealink,1713.0,938.27,2,Y
705919,2024-12-22,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1529.0,1016.38,1,N
705931,2025-01-27,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1994.0,989.76,2,Y
704821,2024-05-14,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2966.0,1788.68,2,Y
701814,2025-09-26,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3193.0,1309.13,2,Y
705301,2024-10-02,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2400.0,1591.24,2,Y
700539,2024-02-01,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1788.0,717.13,1,Y
703625,2024-02-14,EU Direct (Dublin-Cherbourg),Celtic Sealink,746.0,456.43,1,Y
702292,2024-01-28,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1965.0,784.53,1,N
704179,2024-09-25,EU Direct (Dublin-Cherbourg),Celtic Sealink,1922.0,1101.73,2,Y
705388,2025-06-13,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2348.0,1475.49,2,Y
700384,2024-11-01,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2165.0,867.7,1,Y
702900,2025-10-24,EU Direct (Dublin-Cherbourg),Celtic Sealink,2324.0,1280.11,2,Y
701270,2025-08-03,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1842.0,725.58,1,Y
705668,2024-12-02,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,3533.0,1671.39,2,Y
704591,2024-06-06,EU Direct (Dublin-Cherbourg),Celtic Sealink,3429.0,2053.88,2,Y
700569,2025-07-11,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2644.0,1024.56,1,Y
703135,2025-06-05,EU Direct (Dublin-Cherbourg),Celtic Sealink,1080.0,590.92,2,Y
700114,2024-09-06,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1064.0,415.88,1,Y
703152,2025-11-28,EU Direct (Dublin-Cherbourg),Celtic Sealink,2845.0,1660.84,2,N
703744,2025-01-02,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1896.0,1299.82,2,Y
702112,2025-07-08,UK Landbridge (Dublin-Holyhead),Celtic Sealink,949.0,380.58,1,Y
704807,2025-10-21,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2648.0,1530.33,2,Y
704556,2024-10-15,EU Direct (Dublin-Cherbourg),Celtic Sealink,2733.0,1477.72,2,Y
701491,2025-05-26,UK Landbridge (Dublin-Holyhead),Celtic Sealink,137.0,61.49,1,Y
700191,2024-04-27,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2118.0,959.83,1,Y
705356,2025-01-11,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,50,25.19,2,Y
703781,2025-01-09,EU Direct (Dublin-Cherbourg),Celtic Sealink,1102.0,626.45,3,Y
705737,2025-01-05,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2158.0,1140.59,2,N
703657,2025-01-30,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1433.0,917.91,2,Y
700841,2025-12-22,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1179.0,465.75,1,Y
704871,2025-12-07,EU Direct (Rosslare-Dunkirk),ATLANTIC CARGO FERRIES,1188.0,742.54,1,Y
701065,2024-05-14,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1815.0,654.08,1,Y
705366,2024-06-25,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2180.0,1021.0,2,N
702502,2024-10-28,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1357.0,504.39,1,Y
701797,2024-04-15,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1809.0,794.34,1,Y
701024,2024-08-04,UK Landbridge (Dublin-Holyhead), Nordic Freight Lines ,2289.0,930.96,1,N
702177,2025-10-12,UK Landbridge (Dublin-Holyhead),nordic freight lines,826.0,339.45,1,Y
701220,2025-07-29,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2421.0,931.95,1,Y
700172,2024-08-17,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,830.0,330.7,1,N
702775,2024-09-16,UK Landbridge (Dublin-Holyhead), Nordic Freight Lines ,2451.0,901.97,1,Y
700211,2024-05-12,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1240.0,504.84,1,Y
701027,2024-05-27,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2312.0,983.49,1,Y
700160,2024-02-09,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2253.0,829.8,1,Y
700871,2024-08-01,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2021.0,746.92,1,N
704972,2024-10-16,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2306.0,1100.19,2,Y
704424,2025-04-18,EU Direct (Dublin-Cherbourg),Celtic Sealink,1029.0,617.69,2,Y
702050,2024-12-25,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1898.0,844.32,1,Y
705488,2024-03-17,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,3536.0,2241.03,2,Y
704340,2025-02-03,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1419.0,1012.51,2,Y
705354,2025-10-22,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,834.0,556.73,2,Y
700295,2024-03-02,UK Landbridge (Dublin-Holyhead),nordic freight lines,1507.0,549.75,1,Y
700934,2025-10-04,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2991.0,1347.06,1,Y
703911,2025-11-27,EU Direct (Dublin-Cherbourg),Celtic Sealink,1378.0,861.55,2,Y
703531,2025-05-05,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,3418.0,2149.48,2,Y
702375,2024-11-15,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2800.0,1262.1,1,Y
705943,2024-02-24,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,2297.0,1413.8,1,Y
703524,2024-10-02,EU Direct (Dublin-Cherbourg),Celtic Sealink,2639.0,1572.33,2,Y
704271,2025-11-22,EU Direct (Dublin-Cherbourg),Celtic Sealink,3498.0,2102.26,2,Y
703663,2025-03-15,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2548.0,1697.04,1,Y
704294,2025-11-10,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,50,32.17,2,N
701080,2024-02-22,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,630.0,227.53,1,Y
705009,2025-10-07,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1233.0,589.84,2,Y
704025,2025-04-30,EU Direct (Dublin-Cherbourg),Celtic Sealink,637.0,341.72,2,Y
700217,2025-03-15,UK Landbridge (Dublin-Holyhead),celtic sealink,2030.0,872.89,1,Y
703876,2025-06-26,EU Direct (Dublin-Cherbourg),Celtic Sealink,2033.0,1269.5,2,Y
700666,2024-03-04,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2113.0,791.24,1,Y
705027,2025-10-16,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1754.0,889.05,2,Y
705038,2024-05-27,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1378.0,659.9,2,Y
703715,2025-02-25,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2045.0,1413.04,2,Y
703743,2025-05-06,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,2484.0,1720.41,3,Y
705819,2025-06-09,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,-50,25.66,1,Y
701524,2025-05-27,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,570.0,209.53,1,Y
703642,2024-02-20,EU Direct (Dublin-Cherbourg),atlantic cargo ferries,873.0,623.4,2,Y
701291,2025-02-11,UK Landbridge (Dublin-Holyhead),Celtic Sealink,3397.0,1505.74,1,Y
702289,2024-02-10,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1762.0,784.13,1,Y
701989,2025-08-20,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1908.0,706.58,1,Y
701860,2025-04-02,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1960.0,738.63,1,Y
703068,2024-12-24,EU Direct (Dublin-Cherbourg),celtic sealink,3215.0,1767.86,1,Y
700055,2024-03-27,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2249.0,909.18,1,Y
705968,2024-08-09,EU Direct (Rosslare-Dunkirk), Atlantic Cargo Ferries ,1760.0,1129.92,2,Y
704780,2025-06-22,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2520.0,1297.93,2,Y
703611,2025-04-21,EU Direct (Dublin-Cherbourg),Atlantic Cargo Ferries,1855.0,1176.81,2,Y
705496,2024-01-14,EU Direct (Rosslare-Dunkirk),nordic freight lines,1494.0,735.81,2,Y
701796,2025-09-23,UK Landbridge (Dublin-Holyhead),Celtic Sealink,2506.0,1002.57,1,Y
700924,2024-03-15,UK Landbridge (Dublin-Holyhead), Celtic Sealink ,1021.0,450.39,1,Y
704768,2025-05-23,EU Direct (Rosslare-Dunkirk),nordic freight lines,2870.0,1544.23,2,Y
705677,2024-10-06,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,2043.0,1021.68,2,Y
703500,2024-02-25,EU Direct (Dublin-Cherbourg),Celtic Sealink,3533.0,2094.3,2,Y
701743,2024-10-30,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1974.0,788.8,2,Y
700202,2025-08-21,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,50,18.48,1,Y
701482,2024-03-14,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,2135.0,755.35,2,Y
705341,2024-12-06,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,1301.0,618.74,,Y
700456,2025-04-22,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1057.0,423.09,1,Y
702264,2025-05-09,UK Landbridge (Dublin-Holyhead),Celtic Sealink,764.0,334.96,1,Y
701281,2025-07-18,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1080.0,419.09,1,Y
702787,2024-05-18,UK Landbridge (Dublin-Holyhead),Celtic Sealink,715.0,300.71,1,Y
701315,2025-09-05,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1756.0,783.62,1,Y
702115,2024-12-07,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,869.0,319.75,1,Y
703987,2024-12-28,EU Direct (Dublin-Cherbourg),Celtic Sealink,1235.0,772.06,1,Y
702701,2024-05-07,UK Landbridge (Dublin-Holyhead),Nordic Freight Lines,1050.0,407.42,1,Y
704331,2025-08-23,EU Direct (Dublin-Cherbourg),Celtic Sealink,2698.0,1558.57,2,Y
705484,2024-04-06,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,875.0,541.74,2,Y
700805,2025-09-03,UK Landbridge (Dublin-Holyhead),celtic sealink,1530.0,604.94,1,Y
705711,2024-10-09,EU Direct (Rosslare-Dunkirk),Atlantic Cargo Ferries,1556.0,1002.21,3,Y
701496,2024-08-17,UK Landbridge (Dublin-Holyhead),Celtic Sealink,1862.0,757.95,1,Y
704739,2024-11-01,EU Direct (Rosslare-Dunkirk),Nordic Freight Lines,3244.0,1496.82,3,Y
